"","population","ReproS","Age","Year_last_seen","First_breeding_attempt","YearPop","cohortPop","lifetime_repro_output","nb_breeding_attempts","ID"
"534","Bird island",0,25,2024,"no","2021-Bird island","1996-Bird island",5,18,"ID_59"
"535","Bird island",1,28,2024,"no","2024-Bird island","1996-Bird island",5,18,"ID_59"
"536","Bird island",0,12,2024,"no","2008-Bird island","1996-Bird island",5,18,"ID_59"
"537","Bird island",1,27,2024,"no","2023-Bird island","1996-Bird island",5,18,"ID_59"
"538","Bird island",0,24,2024,"no","2020-Bird island","1996-Bird island",5,18,"ID_59"
"539","Bird island",0,22,2024,"no","2018-Bird island","1996-Bird island",5,18,"ID_59"
"540","Bird island",1,19,2024,"no","2015-Bird island","1996-Bird island",5,18,"ID_59"
"541","Bird island",0,23,2024,"no","2019-Bird island","1996-Bird island",5,18,"ID_59"
"542","Bird island",0,20,2024,"no","2016-Bird island","1996-Bird island",5,18,"ID_59"
"543","Bird island",0,14,2024,"no","2010-Bird island","1996-Bird island",5,18,"ID_59"
"544","Bird island",1,16,2024,"no","2012-Bird island","1996-Bird island",5,18,"ID_59"
"545","Bird island",0,11,2024,"yes","2007-Bird island","1996-Bird island",5,18,"ID_59"
"546","Bird island",0,26,2024,"no","2022-Bird island","1996-Bird island",5,18,"ID_59"
"547","Bird island",0,17,2024,"no","2013-Bird island","1996-Bird island",5,18,"ID_59"
"548","Bird island",0,13,2024,"no","2009-Bird island","1996-Bird island",5,18,"ID_59"
"549","Bird island",0,15,2024,"no","2011-Bird island","1996-Bird island",5,18,"ID_59"
"550","Bird island",0,25,2024,"no","2021-Bird island","1996-Bird island",2,14,"ID_60"
"551","Bird island",0,22,2024,"no","2018-Bird island","1996-Bird island",2,14,"ID_60"
"552","Bird island",0,26,2024,"no","2022-Bird island","1996-Bird island",2,14,"ID_60"
"553","Bird island",1,18,2024,"no","2014-Bird island","1996-Bird island",2,14,"ID_60"
"554","Bird island",0,12,2024,"yes","2008-Bird island","1996-Bird island",2,14,"ID_60"
"555","Bird island",0,23,2024,"no","2019-Bird island","1996-Bird island",2,14,"ID_60"
"556","Bird island",0,21,2024,"no","2017-Bird island","1996-Bird island",2,14,"ID_60"
"557","Bird island",0,16,2024,"no","2012-Bird island","1996-Bird island",2,14,"ID_60"
"558","Bird island",0,14,2024,"no","2010-Bird island","1996-Bird island",2,14,"ID_60"
"559","Bird island",0,15,2024,"no","2011-Bird island","1996-Bird island",2,14,"ID_60"
"560","Bird island",0,24,2024,"no","2020-Bird island","1996-Bird island",2,14,"ID_60"
"561","Bird island",0,17,2024,"no","2013-Bird island","1996-Bird island",2,14,"ID_60"
"562","Bird island",1,13,2024,"no","2009-Bird island","1996-Bird island",2,14,"ID_60"
"563","Bird island",0,19,2024,"no","2015-Bird island","1996-Bird island",2,14,"ID_60"
"564","Bird island",0,16,2024,"no","2012-Bird island","1996-Bird island",5,16,"ID_61"
"565","Bird island",1,12,2024,"no","2008-Bird island","1996-Bird island",5,16,"ID_61"
"566","Bird island",0,21,2024,"no","2017-Bird island","1996-Bird island",5,16,"ID_61"
"567","Bird island",0,17,2024,"no","2013-Bird island","1996-Bird island",5,16,"ID_61"
"568","Bird island",1,28,2024,"no","2024-Bird island","1996-Bird island",5,16,"ID_61"
"569","Bird island",1,11,2024,"no","2007-Bird island","1996-Bird island",5,16,"ID_61"
"570","Bird island",0,22,2024,"no","2018-Bird island","1996-Bird island",5,16,"ID_61"
"571","Bird island",0,20,2024,"no","2016-Bird island","1996-Bird island",5,16,"ID_61"
"572","Bird island",0,23,2024,"no","2019-Bird island","1996-Bird island",5,16,"ID_61"
"573","Bird island",1,24,2024,"no","2020-Bird island","1996-Bird island",5,16,"ID_61"
"574","Bird island",0,25,2024,"no","2021-Bird island","1996-Bird island",5,16,"ID_61"
"575","Bird island",0,10,2024,"yes","2006-Bird island","1996-Bird island",5,16,"ID_61"
"576","Bird island",0,27,2024,"no","2023-Bird island","1996-Bird island",5,16,"ID_61"
"577","Bird island",1,13,2024,"no","2009-Bird island","1996-Bird island",5,16,"ID_61"
"578","Bird island",0,19,2024,"no","2015-Bird island","1996-Bird island",5,16,"ID_61"
"579","Bird island",0,14,2024,"no","2010-Bird island","1996-Bird island",5,16,"ID_61"
"580","Bird island",0,8,2023,"no","2004-Bird island","1996-Bird island",8,17,"ID_62"
"581","Bird island",1,20,2023,"no","2016-Bird island","1996-Bird island",8,17,"ID_62"
"582","Bird island",0,15,2023,"no","2011-Bird island","1996-Bird island",8,17,"ID_62"
"583","Bird island",0,25,2023,"no","2021-Bird island","1996-Bird island",8,17,"ID_62"
"584","Bird island",1,19,2023,"no","2015-Bird island","1996-Bird island",8,17,"ID_62"
"585","Bird island",1,9,2023,"no","2005-Bird island","1996-Bird island",8,17,"ID_62"
"586","Bird island",0,27,2023,"no","2023-Bird island","1996-Bird island",8,17,"ID_62"
"587","Bird island",0,7,2023,"yes","2003-Bird island","1996-Bird island",8,17,"ID_62"
"588","Bird island",1,13,2023,"no","2009-Bird island","1996-Bird island",8,17,"ID_62"
"589","Bird island",0,22,2023,"no","2018-Bird island","1996-Bird island",8,17,"ID_62"
"590","Bird island",1,18,2023,"no","2014-Bird island","1996-Bird island",8,17,"ID_62"
"591","Bird island",1,11,2023,"no","2007-Bird island","1996-Bird island",8,17,"ID_62"
"592","Bird island",0,14,2023,"no","2010-Bird island","1996-Bird island",8,17,"ID_62"
"593","Bird island",0,23,2023,"no","2019-Bird island","1996-Bird island",8,17,"ID_62"
"594","Bird island",1,16,2023,"no","2012-Bird island","1996-Bird island",8,17,"ID_62"
"595","Bird island",0,24,2023,"no","2020-Bird island","1996-Bird island",8,17,"ID_62"
"596","Bird island",1,26,2023,"no","2022-Bird island","1996-Bird island",8,17,"ID_62"
"597","Bird island",1,11,2007,"yes","2007-Bird island","1996-Bird island",1,1,"ID_63"
"598","Bird island",0,14,2024,"no","2010-Bird island","1996-Bird island",4,7,"ID_64"
"599","Bird island",0,13,2024,"no","2009-Bird island","1996-Bird island",4,7,"ID_64"
"600","Bird island",0,16,2024,"no","2012-Bird island","1996-Bird island",4,7,"ID_64"
"601","Bird island",1,12,2024,"no","2008-Bird island","1996-Bird island",4,7,"ID_64"
"602","Bird island",1,15,2024,"no","2011-Bird island","1996-Bird island",4,7,"ID_64"
"603","Bird island",1,17,2024,"no","2013-Bird island","1996-Bird island",4,7,"ID_64"
"604","Bird island",1,11,2024,"yes","2007-Bird island","1996-Bird island",4,7,"ID_64"
"605","Bird island",1,11,2008,"yes","2008-Bird island","1997-Bird island",1,1,"ID_65"
"606","Bird island",0,14,2013,"no","2011-Bird island","1997-Bird island",2,6,"ID_66"
"607","Bird island",0,15,2013,"no","2012-Bird island","1997-Bird island",2,6,"ID_66"
"608","Bird island",1,12,2013,"no","2009-Bird island","1997-Bird island",2,6,"ID_66"
"609","Bird island",1,11,2013,"no","2008-Bird island","1997-Bird island",2,6,"ID_66"
"610","Bird island",0,10,2013,"yes","2007-Bird island","1997-Bird island",2,6,"ID_66"
"611","Bird island",0,13,2013,"no","2010-Bird island","1997-Bird island",2,6,"ID_66"
"612","Bird island",1,11,2012,"no","2008-Bird island","1997-Bird island",4,7,"ID_67"
"613","Bird island",1,14,2012,"no","2011-Bird island","1997-Bird island",4,7,"ID_67"
"614","Bird island",0,9,2012,"no","2006-Bird island","1997-Bird island",4,7,"ID_67"
"615","Bird island",0,15,2012,"no","2012-Bird island","1997-Bird island",4,7,"ID_67"
"616","Bird island",1,12,2012,"no","2009-Bird island","1997-Bird island",4,7,"ID_67"
"617","Bird island",1,8,2012,"yes","2005-Bird island","1997-Bird island",4,7,"ID_67"
"618","Bird island",0,13,2012,"no","2010-Bird island","1997-Bird island",4,7,"ID_67"
"619","Bird island",0,8,2005,"yes","2005-Bird island","1997-Bird island",0,1,"ID_68"
"620","Bird island",0,16,2013,"no","2013-Bird island","1997-Bird island",0,3,"ID_69"
"621","Bird island",0,15,2013,"no","2012-Bird island","1997-Bird island",0,3,"ID_69"
"622","Bird island",0,13,2013,"yes","2010-Bird island","1997-Bird island",0,3,"ID_69"
"623","Bird island",0,27,2024,"no","2024-Bird island","1997-Bird island",8,13,"ID_70"
"624","Bird island",0,19,2024,"no","2016-Bird island","1997-Bird island",8,13,"ID_70"
"625","Bird island",1,25,2024,"no","2022-Bird island","1997-Bird island",8,13,"ID_70"
"626","Bird island",1,23,2024,"no","2020-Bird island","1997-Bird island",8,13,"ID_70"
"627","Bird island",1,18,2024,"no","2015-Bird island","1997-Bird island",8,13,"ID_70"
"628","Bird island",1,26,2024,"no","2023-Bird island","1997-Bird island",8,13,"ID_70"
"629","Bird island",0,21,2024,"no","2018-Bird island","1997-Bird island",8,13,"ID_70"
"630","Bird island",1,16,2024,"no","2013-Bird island","1997-Bird island",8,13,"ID_70"
"631","Bird island",0,24,2024,"no","2021-Bird island","1997-Bird island",8,13,"ID_70"
"632","Bird island",1,17,2024,"no","2014-Bird island","1997-Bird island",8,13,"ID_70"
"633","Bird island",0,22,2024,"no","2019-Bird island","1997-Bird island",8,13,"ID_70"
"634","Bird island",1,14,2024,"yes","2011-Bird island","1997-Bird island",8,13,"ID_70"
"635","Bird island",1,15,2024,"no","2012-Bird island","1997-Bird island",8,13,"ID_70"
"636","Bird island",1,16,2018,"yes","2013-Bird island","1997-Bird island",2,6,"ID_71"
"637","Bird island",0,20,2018,"no","2017-Bird island","1997-Bird island",2,6,"ID_71"
"638","Bird island",0,18,2018,"no","2015-Bird island","1997-Bird island",2,6,"ID_71"
"639","Bird island",1,17,2018,"no","2014-Bird island","1997-Bird island",2,6,"ID_71"
"640","Bird island",0,19,2018,"no","2016-Bird island","1997-Bird island",2,6,"ID_71"
"641","Bird island",0,21,2018,"no","2018-Bird island","1997-Bird island",2,6,"ID_71"
"642","Bird island",1,13,2024,"no","2010-Bird island","1997-Bird island",9,19,"ID_72"
"643","Bird island",0,20,2024,"no","2017-Bird island","1997-Bird island",9,19,"ID_72"
"644","Bird island",0,12,2024,"no","2009-Bird island","1997-Bird island",9,19,"ID_72"
"645","Bird island",0,21,2024,"no","2018-Bird island","1997-Bird island",9,19,"ID_72"
"646","Bird island",1,11,2024,"no","2008-Bird island","1997-Bird island",9,19,"ID_72"
"647","Bird island",1,17,2024,"no","2014-Bird island","1997-Bird island",9,19,"ID_72"
"648","Bird island",1,10,2024,"no","2007-Bird island","1997-Bird island",9,19,"ID_72"
"649","Bird island",1,14,2024,"no","2011-Bird island","1997-Bird island",9,19,"ID_72"
"650","Bird island",1,27,2024,"no","2024-Bird island","1997-Bird island",9,19,"ID_72"
"651","Bird island",0,18,2024,"no","2015-Bird island","1997-Bird island",9,19,"ID_72"
"652","Bird island",1,15,2024,"no","2012-Bird island","1997-Bird island",9,19,"ID_72"
"653","Bird island",0,24,2024,"no","2021-Bird island","1997-Bird island",9,19,"ID_72"
"654","Bird island",1,16,2024,"no","2013-Bird island","1997-Bird island",9,19,"ID_72"
"655","Bird island",0,25,2024,"no","2022-Bird island","1997-Bird island",9,19,"ID_72"
"656","Bird island",0,19,2024,"no","2016-Bird island","1997-Bird island",9,19,"ID_72"
"657","Bird island",0,9,2024,"yes","2006-Bird island","1997-Bird island",9,19,"ID_72"
"658","Bird island",1,23,2024,"no","2020-Bird island","1997-Bird island",9,19,"ID_72"
"659","Bird island",0,26,2024,"no","2023-Bird island","1997-Bird island",9,19,"ID_72"
"660","Bird island",0,22,2024,"no","2019-Bird island","1997-Bird island",9,19,"ID_72"
"661","Bird island",1,18,2022,"no","2015-Bird island","1997-Bird island",7,8,"ID_73"
"662","Bird island",0,12,2022,"no","2009-Bird island","1997-Bird island",7,8,"ID_73"
"663","Bird island",1,11,2022,"no","2008-Bird island","1997-Bird island",7,8,"ID_73"
"664","Bird island",1,10,2022,"yes","2007-Bird island","1997-Bird island",7,8,"ID_73"
"665","Bird island",1,14,2022,"no","2011-Bird island","1997-Bird island",7,8,"ID_73"
"666","Bird island",1,16,2022,"no","2013-Bird island","1997-Bird island",7,8,"ID_73"
"667","Bird island",1,15,2022,"no","2012-Bird island","1997-Bird island",7,8,"ID_73"
"668","Bird island",1,17,2022,"no","2014-Bird island","1997-Bird island",7,8,"ID_73"
"669","Bird island",1,17,2024,"no","2014-Bird island","1997-Bird island",10,19,"ID_74"
"670","Bird island",1,13,2024,"no","2010-Bird island","1997-Bird island",10,19,"ID_74"
"671","Bird island",0,14,2024,"no","2011-Bird island","1997-Bird island",10,19,"ID_74"
"672","Bird island",1,21,2024,"no","2018-Bird island","1997-Bird island",10,19,"ID_74"
"673","Bird island",0,27,2024,"no","2024-Bird island","1997-Bird island",10,19,"ID_74"
"674","Bird island",1,15,2024,"no","2012-Bird island","1997-Bird island",10,19,"ID_74"
"675","Bird island",1,25,2024,"no","2022-Bird island","1997-Bird island",10,19,"ID_74"
"676","Bird island",0,18,2024,"no","2015-Bird island","1997-Bird island",10,19,"ID_74"
"677","Bird island",0,19,2024,"no","2016-Bird island","1997-Bird island",10,19,"ID_74"
"678","Bird island",1,23,2024,"no","2020-Bird island","1997-Bird island",10,19,"ID_74"
"679","Bird island",0,24,2024,"no","2021-Bird island","1997-Bird island",10,19,"ID_74"
"680","Bird island",1,10,2024,"no","2007-Bird island","1997-Bird island",10,19,"ID_74"
"681","Bird island",1,11,2024,"no","2008-Bird island","1997-Bird island",10,19,"ID_74"
"682","Bird island",1,12,2024,"no","2009-Bird island","1997-Bird island",10,19,"ID_74"
"683","Bird island",0,20,2024,"no","2017-Bird island","1997-Bird island",10,19,"ID_74"
"684","Bird island",1,26,2024,"no","2023-Bird island","1997-Bird island",10,19,"ID_74"
"685","Bird island",0,22,2024,"no","2019-Bird island","1997-Bird island",10,19,"ID_74"
"686","Bird island",0,9,2024,"yes","2006-Bird island","1997-Bird island",10,19,"ID_74"
"687","Bird island",0,16,2024,"no","2013-Bird island","1997-Bird island",10,19,"ID_74"
"688","Bird island",0,21,2018,"no","2018-Bird island","1997-Bird island",1,10,"ID_75"
"689","Bird island",0,17,2018,"no","2014-Bird island","1997-Bird island",1,10,"ID_75"
"690","Bird island",0,15,2018,"no","2012-Bird island","1997-Bird island",1,10,"ID_75"
"691","Bird island",0,14,2018,"no","2011-Bird island","1997-Bird island",1,10,"ID_75"
"692","Bird island",0,16,2018,"no","2013-Bird island","1997-Bird island",1,10,"ID_75"
"693","Bird island",1,12,2018,"yes","2009-Bird island","1997-Bird island",1,10,"ID_75"
"694","Bird island",0,19,2018,"no","2016-Bird island","1997-Bird island",1,10,"ID_75"
"695","Bird island",0,20,2018,"no","2017-Bird island","1997-Bird island",1,10,"ID_75"
"696","Bird island",0,13,2018,"no","2010-Bird island","1997-Bird island",1,10,"ID_75"
"697","Bird island",0,18,2018,"no","2015-Bird island","1997-Bird island",1,10,"ID_75"
"698","Bird island",0,10,2001,"yes","2001-Bird island","1991-Bird island",0,1,"ID_76"
"699","Bird island",1,16,2010,"no","2007-Bird island","1991-Bird island",3,5,"ID_77"
"700","Bird island",0,15,2010,"yes","2006-Bird island","1991-Bird island",3,5,"ID_77"
"701","Bird island",1,17,2010,"no","2008-Bird island","1991-Bird island",3,5,"ID_77"
"702","Bird island",1,18,2010,"no","2009-Bird island","1991-Bird island",3,5,"ID_77"
"703","Bird island",0,19,2010,"no","2010-Bird island","1991-Bird island",3,5,"ID_77"
"704","Bird island",0,10,2006,"yes","2001-Bird island","1991-Bird island",0,2,"ID_78"
"705","Bird island",0,11,2006,"no","2002-Bird island","1991-Bird island",0,2,"ID_78"
"706","Bird island",1,19,2021,"no","2010-Bird island","1991-Bird island",6,12,"ID_79"
"707","Bird island",1,24,2021,"no","2015-Bird island","1991-Bird island",6,12,"ID_79"
"708","Bird island",0,18,2021,"no","2009-Bird island","1991-Bird island",6,12,"ID_79"
"709","Bird island",1,17,2021,"no","2008-Bird island","1991-Bird island",6,12,"ID_79"
"710","Bird island",0,16,2021,"no","2007-Bird island","1991-Bird island",6,12,"ID_79"
"711","Bird island",0,23,2021,"no","2014-Bird island","1991-Bird island",6,12,"ID_79"
"712","Bird island",0,30,2021,"no","2021-Bird island","1991-Bird island",6,12,"ID_79"
"713","Bird island",1,14,2021,"no","2005-Bird island","1991-Bird island",6,12,"ID_79"
"714","Bird island",0,13,2021,"yes","2004-Bird island","1991-Bird island",6,12,"ID_79"
"715","Bird island",0,15,2021,"no","2006-Bird island","1991-Bird island",6,12,"ID_79"
"716","Bird island",1,22,2021,"no","2013-Bird island","1991-Bird island",6,12,"ID_79"
"717","Bird island",1,21,2021,"no","2012-Bird island","1991-Bird island",6,12,"ID_79"
"718","Bird island",0,11,2018,"yes","2002-Bird island","1991-Bird island",0,1,"ID_80"
"719","Bird island",1,16,2014,"no","2007-Bird island","1991-Bird island",4,10,"ID_81"
"720","Bird island",1,15,2014,"no","2006-Bird island","1991-Bird island",4,10,"ID_81"
"721","Bird island",0,17,2014,"no","2008-Bird island","1991-Bird island",4,10,"ID_81"
"722","Bird island",0,23,2014,"no","2014-Bird island","1991-Bird island",4,10,"ID_81"
"723","Bird island",0,19,2014,"no","2010-Bird island","1991-Bird island",4,10,"ID_81"
"724","Bird island",0,21,2014,"no","2012-Bird island","1991-Bird island",4,10,"ID_81"
"725","Bird island",0,20,2014,"no","2011-Bird island","1991-Bird island",4,10,"ID_81"
"726","Bird island",1,18,2014,"no","2009-Bird island","1991-Bird island",4,10,"ID_81"
"727","Bird island",0,14,2014,"yes","2005-Bird island","1991-Bird island",4,10,"ID_81"
"728","Bird island",1,22,2014,"no","2013-Bird island","1991-Bird island",4,10,"ID_81"
"729","Bird island",0,18,2009,"no","2009-Bird island","1991-Bird island",2,3,"ID_82"
"730","Bird island",1,16,2009,"yes","2007-Bird island","1991-Bird island",2,3,"ID_82"
"731","Bird island",1,17,2009,"no","2008-Bird island","1991-Bird island",2,3,"ID_82"
"732","Bird island",0,12,2015,"no","2004-Bird island","1992-Bird island",3,9,"ID_83"
"733","Bird island",0,15,2015,"no","2007-Bird island","1992-Bird island",3,9,"ID_83"
"734","Bird island",1,14,2015,"no","2006-Bird island","1992-Bird island",3,9,"ID_83"
"735","Bird island",0,18,2015,"no","2010-Bird island","1992-Bird island",3,9,"ID_83"
"736","Bird island",1,10,2015,"yes","2002-Bird island","1992-Bird island",3,9,"ID_83"
"737","Bird island",0,19,2015,"no","2011-Bird island","1992-Bird island",3,9,"ID_83"
"738","Bird island",1,16,2015,"no","2008-Bird island","1992-Bird island",3,9,"ID_83"
"739","Bird island",0,17,2015,"no","2009-Bird island","1992-Bird island",3,9,"ID_83"
"740","Bird island",0,13,2015,"no","2005-Bird island","1992-Bird island",3,9,"ID_83"
"741","Bird island",1,20,2018,"no","2012-Bird island","1992-Bird island",8,12,"ID_84"
"742","Bird island",0,16,2018,"no","2008-Bird island","1992-Bird island",8,12,"ID_84"
"743","Bird island",1,21,2018,"no","2013-Bird island","1992-Bird island",8,12,"ID_84"
"744","Bird island",0,24,2018,"no","2016-Bird island","1992-Bird island",8,12,"ID_84"
"745","Bird island",0,25,2018,"no","2017-Bird island","1992-Bird island",8,12,"ID_84"
"746","Bird island",1,18,2018,"no","2010-Bird island","1992-Bird island",8,12,"ID_84"
"747","Bird island",1,17,2018,"no","2009-Bird island","1992-Bird island",8,12,"ID_84"
"748","Bird island",0,26,2018,"no","2018-Bird island","1992-Bird island",8,12,"ID_84"
"749","Bird island",1,23,2018,"no","2015-Bird island","1992-Bird island",8,12,"ID_84"
"750","Bird island",1,19,2018,"no","2011-Bird island","1992-Bird island",8,12,"ID_84"
"751","Bird island",1,15,2018,"yes","2007-Bird island","1992-Bird island",8,12,"ID_84"
"752","Bird island",1,22,2018,"no","2014-Bird island","1992-Bird island",8,12,"ID_84"
"753","Bird island",0,12,2015,"no","2004-Bird island","1992-Bird island",1,3,"ID_85"
"754","Bird island",1,10,2015,"yes","2002-Bird island","1992-Bird island",1,3,"ID_85"
"755","Bird island",0,13,2015,"no","2005-Bird island","1992-Bird island",1,3,"ID_85"
"756","Bird island",0,16,2024,"no","2008-Bird island","1992-Bird island",6,14,"ID_86"
"757","Bird island",1,23,2024,"no","2015-Bird island","1992-Bird island",6,14,"ID_86"
"758","Bird island",1,22,2024,"no","2014-Bird island","1992-Bird island",6,14,"ID_86"
"759","Bird island",1,21,2024,"no","2013-Bird island","1992-Bird island",6,14,"ID_86"
"760","Bird island",1,30,2024,"no","2022-Bird island","1992-Bird island",6,14,"ID_86"
"761","Bird island",0,24,2024,"no","2016-Bird island","1992-Bird island",6,14,"ID_86"
"762","Bird island",0,29,2024,"no","2021-Bird island","1992-Bird island",6,14,"ID_86"
"763","Bird island",0,17,2024,"no","2009-Bird island","1992-Bird island",6,14,"ID_86"
"764","Bird island",0,15,2024,"yes","2007-Bird island","1992-Bird island",6,14,"ID_86"
"765","Bird island",0,26,2024,"no","2018-Bird island","1992-Bird island",6,14,"ID_86"
"766","Bird island",0,25,2024,"no","2017-Bird island","1992-Bird island",6,14,"ID_86"
"767","Bird island",1,20,2024,"no","2012-Bird island","1992-Bird island",6,14,"ID_86"
"768","Bird island",1,19,2024,"no","2011-Bird island","1992-Bird island",6,14,"ID_86"
"769","Bird island",0,31,2024,"no","2023-Bird island","1992-Bird island",6,14,"ID_86"
"770","Bird island",0,9,2015,"yes","2001-Bird island","1992-Bird island",1,5,"ID_87"
"771","Bird island",0,11,2015,"no","2003-Bird island","1992-Bird island",1,5,"ID_87"
"772","Bird island",0,12,2015,"no","2004-Bird island","1992-Bird island",1,5,"ID_87"
"773","Bird island",1,13,2015,"no","2005-Bird island","1992-Bird island",1,5,"ID_87"
"774","Bird island",0,10,2015,"no","2002-Bird island","1992-Bird island",1,5,"ID_87"
"775","Bird island",0,21,2024,"no","2013-Bird island","1992-Bird island",5,20,"ID_88"
"776","Bird island",1,29,2024,"no","2021-Bird island","1992-Bird island",5,20,"ID_88"
"777","Bird island",0,22,2024,"no","2014-Bird island","1992-Bird island",5,20,"ID_88"
"778","Bird island",1,20,2024,"no","2012-Bird island","1992-Bird island",5,20,"ID_88"
"779","Bird island",0,10,2024,"no","2002-Bird island","1992-Bird island",5,20,"ID_88"
"780","Bird island",0,19,2024,"no","2011-Bird island","1992-Bird island",5,20,"ID_88"
"781","Bird island",0,24,2024,"no","2016-Bird island","1992-Bird island",5,20,"ID_88"
"782","Bird island",1,8,2024,"yes","2000-Bird island","1992-Bird island",5,20,"ID_88"
"783","Bird island",0,26,2024,"no","2018-Bird island","1992-Bird island",5,20,"ID_88"
"784","Bird island",0,17,2024,"no","2009-Bird island","1992-Bird island",5,20,"ID_88"
"785","Bird island",1,23,2024,"no","2015-Bird island","1992-Bird island",5,20,"ID_88"
"786","Bird island",0,31,2024,"no","2023-Bird island","1992-Bird island",5,20,"ID_88"
"787","Bird island",0,28,2024,"no","2020-Bird island","1992-Bird island",5,20,"ID_88"
"788","Bird island",0,11,2024,"no","2003-Bird island","1992-Bird island",5,20,"ID_88"
"789","Bird island",0,13,2024,"no","2005-Bird island","1992-Bird island",5,20,"ID_88"
"790","Bird island",0,27,2024,"no","2019-Bird island","1992-Bird island",5,20,"ID_88"
"791","Bird island",0,9,2024,"no","2001-Bird island","1992-Bird island",5,20,"ID_88"
"792","Bird island",0,18,2024,"no","2010-Bird island","1992-Bird island",5,20,"ID_88"
"793","Bird island",0,12,2024,"no","2004-Bird island","1992-Bird island",5,20,"ID_88"
"794","Bird island",1,32,2024,"no","2024-Bird island","1992-Bird island",5,20,"ID_88"
"795","Bird island",0,10,2013,"yes","2002-Bird island","1992-Bird island",2,7,"ID_89"
"796","Bird island",1,19,2013,"no","2011-Bird island","1992-Bird island",2,7,"ID_89"
"797","Bird island",0,16,2013,"no","2008-Bird island","1992-Bird island",2,7,"ID_89"
"798","Bird island",1,15,2013,"no","2007-Bird island","1992-Bird island",2,7,"ID_89"
"799","Bird island",0,18,2013,"no","2010-Bird island","1992-Bird island",2,7,"ID_89"
"800","Bird island",0,17,2013,"no","2009-Bird island","1992-Bird island",2,7,"ID_89"
"801","Bird island",0,14,2013,"no","2006-Bird island","1992-Bird island",2,7,"ID_89"
"802","Bird island",0,19,2014,"no","2012-Bird island","1993-Bird island",0,7,"ID_90"
"803","Bird island",0,17,2014,"no","2010-Bird island","1993-Bird island",0,7,"ID_90"
"804","Bird island",0,16,2014,"no","2009-Bird island","1993-Bird island",0,7,"ID_90"
"805","Bird island",0,20,2014,"no","2013-Bird island","1993-Bird island",0,7,"ID_90"
"806","Bird island",0,15,2014,"no","2008-Bird island","1993-Bird island",0,7,"ID_90"
"807","Bird island",0,14,2014,"yes","2007-Bird island","1993-Bird island",0,7,"ID_90"
"808","Bird island",0,18,2014,"no","2011-Bird island","1993-Bird island",0,7,"ID_90"
"809","Bird island",0,9,2009,"yes","2002-Bird island","1993-Bird island",0,1,"ID_91"
"810","Bird island",1,9,2002,"no","2002-Bird island","1993-Bird island",1,2,"ID_92"
"811","Bird island",0,8,2002,"yes","2001-Bird island","1993-Bird island",1,2,"ID_92"
"812","Bird island",0,9,2008,"no","2002-Bird island","1993-Bird island",2,7,"ID_93"
"813","Bird island",0,11,2008,"no","2004-Bird island","1993-Bird island",2,7,"ID_93"
"814","Bird island",0,13,2008,"no","2006-Bird island","1993-Bird island",2,7,"ID_93"
"815","Bird island",1,8,2008,"yes","2001-Bird island","1993-Bird island",2,7,"ID_93"
"816","Bird island",1,14,2008,"no","2007-Bird island","1993-Bird island",2,7,"ID_93"
"817","Bird island",0,12,2008,"no","2005-Bird island","1993-Bird island",2,7,"ID_93"
"818","Bird island",0,10,2008,"no","2003-Bird island","1993-Bird island",2,7,"ID_93"
"819","Bird island",0,10,2017,"no","2003-Bird island","1993-Bird island",1,5,"ID_94"
"820","Bird island",0,9,2017,"no","2002-Bird island","1993-Bird island",1,5,"ID_94"
"821","Bird island",0,12,2017,"no","2005-Bird island","1993-Bird island",1,5,"ID_94"
"822","Bird island",1,8,2017,"yes","2001-Bird island","1993-Bird island",1,5,"ID_94"
"823","Bird island",0,11,2017,"no","2004-Bird island","1993-Bird island",1,5,"ID_94"
"824","Bird island",0,8,2011,"no","2001-Bird island","1993-Bird island",4,8,"ID_95"
"825","Bird island",0,10,2011,"no","2003-Bird island","1993-Bird island",4,8,"ID_95"
"826","Bird island",0,16,2011,"no","2009-Bird island","1993-Bird island",4,8,"ID_95"
"827","Bird island",1,7,2011,"yes","2000-Bird island","1993-Bird island",4,8,"ID_95"
"828","Bird island",1,12,2011,"no","2005-Bird island","1993-Bird island",4,8,"ID_95"
"829","Bird island",1,9,2011,"no","2002-Bird island","1993-Bird island",4,8,"ID_95"
"830","Bird island",1,15,2011,"no","2008-Bird island","1993-Bird island",4,8,"ID_95"
"831","Bird island",0,13,2011,"no","2006-Bird island","1993-Bird island",4,8,"ID_95"
"832","Bird island",0,8,2004,"yes","2001-Bird island","1993-Bird island",0,1,"ID_96"
"833","Bird island",0,11,2011,"no","2004-Bird island","1993-Bird island",4,8,"ID_97"
"834","Bird island",1,15,2011,"no","2008-Bird island","1993-Bird island",4,8,"ID_97"
"835","Bird island",1,14,2011,"no","2007-Bird island","1993-Bird island",4,8,"ID_97"
"836","Bird island",1,13,2011,"no","2006-Bird island","1993-Bird island",4,8,"ID_97"
"837","Bird island",1,16,2011,"no","2009-Bird island","1993-Bird island",4,8,"ID_97"
"838","Bird island",0,12,2011,"no","2005-Bird island","1993-Bird island",4,8,"ID_97"
"839","Bird island",0,8,2011,"yes","2001-Bird island","1993-Bird island",4,8,"ID_97"
"840","Bird island",0,17,2011,"no","2010-Bird island","1993-Bird island",4,8,"ID_97"
"841","Bird island",0,15,2011,"no","2008-Bird island","1993-Bird island",5,10,"ID_98"
