"","population","ReproS","Age","Year_last_seen","First_breeding_attempt","YearPop","cohortPop","lifetime_repro_output","nb_breeding_attempts","ID"
"1","Bird island",0,12,1994,"no","1991-Bird island","1979-Bird island",1,6,"ID_1"
"2","Bird island",0,11,1994,"no","1990-Bird island","1979-Bird island",1,6,"ID_1"
"3","Bird island",0,10,1994,"yes","1989-Bird island","1979-Bird island",1,6,"ID_1"
"4","Bird island",1,13,1994,"no","1992-Bird island","1979-Bird island",1,6,"ID_1"
"5","Bird island",0,15,1994,"no","1994-Bird island","1979-Bird island",1,6,"ID_1"
"6","Bird island",0,14,1994,"no","1993-Bird island","1979-Bird island",1,6,"ID_1"
"7","Bird island",0,15,1994,"no","1994-Bird island","1979-Bird island",2,6,"ID_2"
"8","Bird island",1,11,1994,"no","1990-Bird island","1979-Bird island",2,6,"ID_2"
"9","Bird island",0,13,1994,"no","1992-Bird island","1979-Bird island",2,6,"ID_2"
"10","Bird island",1,14,1994,"no","1993-Bird island","1979-Bird island",2,6,"ID_2"
"11","Bird island",0,10,1994,"yes","1989-Bird island","1979-Bird island",2,6,"ID_2"
"12","Bird island",0,12,1994,"no","1991-Bird island","1979-Bird island",2,6,"ID_2"
"13","Bird island",0,11,2014,"no","1990-Bird island","1979-Bird island",0,2,"ID_3"
"14","Bird island",0,10,2014,"yes","1989-Bird island","1979-Bird island",0,2,"ID_3"
"15","Bird island",0,10,1997,"yes","1989-Bird island","1979-Bird island",0,4,"ID_4"
"16","Bird island",0,13,1997,"no","1992-Bird island","1979-Bird island",0,4,"ID_4"
"17","Bird island",0,15,1997,"no","1994-Bird island","1979-Bird island",0,4,"ID_4"
"18","Bird island",0,11,1997,"no","1990-Bird island","1979-Bird island",0,4,"ID_4"
"19","Bird island",0,10,1989,"no","1989-Bird island","1979-Bird island",0,2,"ID_5"
"20","Bird island",0,8,1989,"yes","1987-Bird island","1979-Bird island",0,2,"ID_5"
"21","Bird island",1,31,2019,"no","2010-Bird island","1979-Bird island",9,29,"ID_6"
"22","Bird island",0,37,2019,"no","2016-Bird island","1979-Bird island",9,29,"ID_6"
"23","Bird island",0,27,2019,"no","2006-Bird island","1979-Bird island",9,29,"ID_6"
"24","Bird island",0,30,2019,"no","2009-Bird island","1979-Bird island",9,29,"ID_6"
"25","Bird island",0,20,2019,"no","1999-Bird island","1979-Bird island",9,29,"ID_6"
"26","Bird island",0,11,2019,"yes","1990-Bird island","1979-Bird island",9,29,"ID_6"
"27","Bird island",0,13,2019,"no","1992-Bird island","1979-Bird island",9,29,"ID_6"
"28","Bird island",0,29,2019,"no","2008-Bird island","1979-Bird island",9,29,"ID_6"
"29","Bird island",1,28,2019,"no","2007-Bird island","1979-Bird island",9,29,"ID_6"
"30","Bird island",0,18,2019,"no","1997-Bird island","1979-Bird island",9,29,"ID_6"
"31","Bird island",1,24,2019,"no","2003-Bird island","1979-Bird island",9,29,"ID_6"
"32","Bird island",0,39,2019,"no","2018-Bird island","1979-Bird island",9,29,"ID_6"
"33","Bird island",0,36,2019,"no","2015-Bird island","1979-Bird island",9,29,"ID_6"
"34","Bird island",1,17,2019,"no","1996-Bird island","1979-Bird island",9,29,"ID_6"
"35","Bird island",0,34,2019,"no","2013-Bird island","1979-Bird island",9,29,"ID_6"
"36","Bird island",0,21,2019,"no","2000-Bird island","1979-Bird island",9,29,"ID_6"
"37","Bird island",1,23,2019,"no","2002-Bird island","1979-Bird island",9,29,"ID_6"
"38","Bird island",0,14,2019,"no","1993-Bird island","1979-Bird island",9,29,"ID_6"
"39","Bird island",0,26,2019,"no","2005-Bird island","1979-Bird island",9,29,"ID_6"
"40","Bird island",0,19,2019,"no","1998-Bird island","1979-Bird island",9,29,"ID_6"
"41","Bird island",1,25,2019,"no","2004-Bird island","1979-Bird island",9,29,"ID_6"
"42","Bird island",0,12,2019,"no","1991-Bird island","1979-Bird island",9,29,"ID_6"
"43","Bird island",0,38,2019,"no","2017-Bird island","1979-Bird island",9,29,"ID_6"
"44","Bird island",1,32,2019,"no","2011-Bird island","1979-Bird island",9,29,"ID_6"
"45","Bird island",1,35,2019,"no","2014-Bird island","1979-Bird island",9,29,"ID_6"
"46","Bird island",0,15,2019,"no","1994-Bird island","1979-Bird island",9,29,"ID_6"
"47","Bird island",0,40,2019,"no","2019-Bird island","1979-Bird island",9,29,"ID_6"
"48","Bird island",1,22,2019,"no","2001-Bird island","1979-Bird island",9,29,"ID_6"
"49","Bird island",0,33,2019,"no","2012-Bird island","1979-Bird island",9,29,"ID_6"
"50","Bird island",0,15,1996,"no","1994-Bird island","1979-Bird island",0,6,"ID_7"
"51","Bird island",0,11,1996,"no","1990-Bird island","1979-Bird island",0,6,"ID_7"
"52","Bird island",0,8,1996,"yes","1987-Bird island","1979-Bird island",0,6,"ID_7"
"53","Bird island",0,14,1996,"no","1993-Bird island","1979-Bird island",0,6,"ID_7"
"54","Bird island",0,13,1996,"no","1992-Bird island","1979-Bird island",0,6,"ID_7"
"55","Bird island",0,10,1996,"no","1989-Bird island","1979-Bird island",0,6,"ID_7"
"56","Bird island",1,36,2016,"no","2015-Bird island","1979-Bird island",12,26,"ID_8"
"57","Bird island",0,37,2016,"no","2016-Bird island","1979-Bird island",12,26,"ID_8"
"58","Bird island",1,23,2016,"no","2002-Bird island","1979-Bird island",12,26,"ID_8"
"59","Bird island",0,18,2016,"no","1997-Bird island","1979-Bird island",12,26,"ID_8"
"60","Bird island",1,28,2016,"no","2007-Bird island","1979-Bird island",12,26,"ID_8"
"61","Bird island",0,35,2016,"no","2014-Bird island","1979-Bird island",12,26,"ID_8"
"62","Bird island",1,26,2016,"no","2005-Bird island","1979-Bird island",12,26,"ID_8"
"63","Bird island",0,13,2016,"no","1992-Bird island","1979-Bird island",12,26,"ID_8"
"64","Bird island",1,11,2016,"no","1990-Bird island","1979-Bird island",12,26,"ID_8"
"65","Bird island",1,17,2016,"no","1996-Bird island","1979-Bird island",12,26,"ID_8"
"66","Bird island",1,24,2016,"no","2003-Bird island","1979-Bird island",12,26,"ID_8"
"67","Bird island",0,31,2016,"no","2010-Bird island","1979-Bird island",12,26,"ID_8"
"68","Bird island",0,19,2016,"no","1998-Bird island","1979-Bird island",12,26,"ID_8"
"69","Bird island",0,29,2016,"no","2008-Bird island","1979-Bird island",12,26,"ID_8"
"70","Bird island",1,20,2016,"no","1999-Bird island","1979-Bird island",12,26,"ID_8"
"71","Bird island",0,30,2016,"no","2009-Bird island","1979-Bird island",12,26,"ID_8"
"72","Bird island",0,25,2016,"no","2004-Bird island","1979-Bird island",12,26,"ID_8"
"73","Bird island",0,12,2016,"no","1991-Bird island","1979-Bird island",12,26,"ID_8"
"74","Bird island",0,10,2016,"yes","1989-Bird island","1979-Bird island",12,26,"ID_8"
"75","Bird island",1,32,2016,"no","2011-Bird island","1979-Bird island",12,26,"ID_8"
"76","Bird island",0,21,2016,"no","2000-Bird island","1979-Bird island",12,26,"ID_8"
"77","Bird island",1,14,2016,"no","1993-Bird island","1979-Bird island",12,26,"ID_8"
"78","Bird island",0,15,2016,"no","1994-Bird island","1979-Bird island",12,26,"ID_8"
"79","Bird island",1,22,2016,"no","2001-Bird island","1979-Bird island",12,26,"ID_8"
"80","Bird island",1,27,2016,"no","2006-Bird island","1979-Bird island",12,26,"ID_8"
"81","Bird island",0,33,2016,"no","2012-Bird island","1979-Bird island",12,26,"ID_8"
"82","Bird island",0,10,1989,"yes","1989-Bird island","1979-Bird island",0,1,"ID_9"
"83","Bird island",0,11,2005,"yes","1990-Bird island","1979-Bird island",0,1,"ID_10"
"84","Bird island",0,11,2017,"no","1990-Bird island","1979-Bird island",10,26,"ID_11"
"85","Bird island",0,14,2017,"no","1993-Bird island","1979-Bird island",10,26,"ID_11"
"86","Bird island",0,10,2017,"yes","1989-Bird island","1979-Bird island",10,26,"ID_11"
"87","Bird island",0,12,2017,"no","1991-Bird island","1979-Bird island",10,26,"ID_11"
"88","Bird island",1,29,2017,"no","2008-Bird island","1979-Bird island",10,26,"ID_11"
"89","Bird island",0,27,2017,"no","2006-Bird island","1979-Bird island",10,26,"ID_11"
"90","Bird island",0,22,2017,"no","2001-Bird island","1979-Bird island",10,26,"ID_11"
"91","Bird island",1,30,2017,"no","2009-Bird island","1979-Bird island",10,26,"ID_11"
"92","Bird island",0,34,2017,"no","2013-Bird island","1979-Bird island",10,26,"ID_11"
"93","Bird island",1,26,2017,"no","2005-Bird island","1979-Bird island",10,26,"ID_11"
"94","Bird island",1,36,2017,"no","2015-Bird island","1979-Bird island",10,26,"ID_11"
"95","Bird island",0,37,2017,"no","2016-Bird island","1979-Bird island",10,26,"ID_11"
"96","Bird island",1,24,2017,"no","2003-Bird island","1979-Bird island",10,26,"ID_11"
"97","Bird island",1,18,2017,"no","1997-Bird island","1979-Bird island",10,26,"ID_11"
"98","Bird island",0,35,2017,"no","2014-Bird island","1979-Bird island",10,26,"ID_11"
"99","Bird island",0,19,2017,"no","1998-Bird island","1979-Bird island",10,26,"ID_11"
"100","Bird island",0,15,2017,"no","1994-Bird island","1979-Bird island",10,26,"ID_11"
"101","Bird island",0,38,2017,"no","2017-Bird island","1979-Bird island",10,26,"ID_11"
"102","Bird island",1,21,2017,"no","2000-Bird island","1979-Bird island",10,26,"ID_11"
"103","Bird island",0,25,2017,"no","2004-Bird island","1979-Bird island",10,26,"ID_11"
"104","Bird island",0,33,2017,"no","2012-Bird island","1979-Bird island",10,26,"ID_11"
"105","Bird island",0,28,2017,"no","2007-Bird island","1979-Bird island",10,26,"ID_11"
"106","Bird island",1,23,2017,"no","2002-Bird island","1979-Bird island",10,26,"ID_11"
"107","Bird island",1,17,2017,"no","1996-Bird island","1979-Bird island",10,26,"ID_11"
"108","Bird island",0,32,2017,"no","2011-Bird island","1979-Bird island",10,26,"ID_11"
"109","Bird island",1,20,2017,"no","1999-Bird island","1979-Bird island",10,26,"ID_11"
"110","Bird island",0,14,1993,"no","1993-Bird island","1979-Bird island",0,2,"ID_12"
"111","Bird island",0,12,1993,"yes","1991-Bird island","1979-Bird island",0,2,"ID_12"
"112","Bird island",1,23,2014,"no","2002-Bird island","1979-Bird island",9,21,"ID_13"
"113","Bird island",1,29,2014,"no","2008-Bird island","1979-Bird island",9,21,"ID_13"
"114","Bird island",0,32,2014,"no","2011-Bird island","1979-Bird island",9,21,"ID_13"
"115","Bird island",1,21,2014,"no","2000-Bird island","1979-Bird island",9,21,"ID_13"
"116","Bird island",1,25,2014,"no","2004-Bird island","1979-Bird island",9,21,"ID_13"
"117","Bird island",0,31,2014,"no","2010-Bird island","1979-Bird island",9,21,"ID_13"
"118","Bird island",1,20,2014,"no","1999-Bird island","1979-Bird island",9,21,"ID_13"
"119","Bird island",0,18,2014,"no","1997-Bird island","1979-Bird island",9,21,"ID_13"
"120","Bird island",1,13,2014,"no","1992-Bird island","1979-Bird island",9,21,"ID_13"
"121","Bird island",0,30,2014,"no","2009-Bird island","1979-Bird island",9,21,"ID_13"
"122","Bird island",0,33,2014,"no","2012-Bird island","1979-Bird island",9,21,"ID_13"
"123","Bird island",0,26,2014,"no","2005-Bird island","1979-Bird island",9,21,"ID_13"
"124","Bird island",0,27,2014,"no","2006-Bird island","1979-Bird island",9,21,"ID_13"
"125","Bird island",1,22,2014,"no","2001-Bird island","1979-Bird island",9,21,"ID_13"
"126","Bird island",1,14,2014,"no","1993-Bird island","1979-Bird island",9,21,"ID_13"
"127","Bird island",0,19,2014,"no","1998-Bird island","1979-Bird island",9,21,"ID_13"
"128","Bird island",0,15,2014,"no","1994-Bird island","1979-Bird island",9,21,"ID_13"
"129","Bird island",1,11,2014,"no","1990-Bird island","1979-Bird island",9,21,"ID_13"
"130","Bird island",0,10,2014,"yes","1989-Bird island","1979-Bird island",9,21,"ID_13"
"131","Bird island",0,17,2014,"no","1996-Bird island","1979-Bird island",9,21,"ID_13"
"132","Bird island",0,12,2014,"no","1991-Bird island","1979-Bird island",9,21,"ID_13"
"133","Bird island",0,9,1990,"yes","1990-Bird island","1981-Bird island",0,1,"ID_14"
"134","Bird island",1,9,1993,"yes","1990-Bird island","1981-Bird island",1,3,"ID_15"
"135","Bird island",0,12,1993,"no","1993-Bird island","1981-Bird island",1,3,"ID_15"
"136","Bird island",0,10,1993,"no","1991-Bird island","1981-Bird island",1,3,"ID_15"
"137","Bird island",1,15,2003,"no","1996-Bird island","1981-Bird island",4,11,"ID_16"
"138","Bird island",0,17,2003,"no","1998-Bird island","1981-Bird island",4,11,"ID_16"
"139","Bird island",0,10,2003,"yes","1991-Bird island","1981-Bird island",4,11,"ID_16"
"140","Bird island",0,13,2003,"no","1994-Bird island","1981-Bird island",4,11,"ID_16"
"141","Bird island",0,19,2003,"no","2000-Bird island","1981-Bird island",4,11,"ID_16"
"142","Bird island",1,16,2003,"no","1997-Bird island","1981-Bird island",4,11,"ID_16"
"143","Bird island",0,22,2003,"no","2003-Bird island","1981-Bird island",4,11,"ID_16"
"144","Bird island",0,12,2003,"no","1993-Bird island","1981-Bird island",4,11,"ID_16"
"145","Bird island",0,18,2003,"no","1999-Bird island","1981-Bird island",4,11,"ID_16"
"146","Bird island",1,20,2003,"no","2001-Bird island","1981-Bird island",4,11,"ID_16"
"147","Bird island",1,21,2003,"no","2002-Bird island","1981-Bird island",4,11,"ID_16"
"148","Bird island",0,9,1996,"no","1991-Bird island","1982-Bird island",0,5,"ID_17"
"149","Bird island",0,8,1996,"yes","1990-Bird island","1982-Bird island",0,5,"ID_17"
"150","Bird island",0,14,1996,"no","1996-Bird island","1982-Bird island",0,5,"ID_17"
"151","Bird island",0,12,1996,"no","1994-Bird island","1982-Bird island",0,5,"ID_17"
"152","Bird island",0,11,1996,"no","1993-Bird island","1982-Bird island",0,5,"ID_17"
"153","Bird island",1,25,2023,"no","2007-Bird island","1982-Bird island",9,27,"ID_18"
"154","Bird island",1,32,2023,"no","2014-Bird island","1982-Bird island",9,27,"ID_18"
"155","Bird island",1,19,2023,"no","2001-Bird island","1982-Bird island",9,27,"ID_18"
"156","Bird island",0,36,2023,"no","2018-Bird island","1982-Bird island",9,27,"ID_18"
"157","Bird island",0,35,2023,"no","2017-Bird island","1982-Bird island",9,27,"ID_18"
"158","Bird island",0,16,2023,"no","1998-Bird island","1982-Bird island",9,27,"ID_18"
"159","Bird island",0,12,2023,"no","1994-Bird island","1982-Bird island",9,27,"ID_18"
"160","Bird island",0,31,2023,"no","2013-Bird island","1982-Bird island",9,27,"ID_18"
"161","Bird island",0,15,2023,"no","1997-Bird island","1982-Bird island",9,27,"ID_18"
"162","Bird island",1,14,2023,"no","1996-Bird island","1982-Bird island",9,27,"ID_18"
"163","Bird island",0,37,2023,"no","2019-Bird island","1982-Bird island",9,27,"ID_18"
"164","Bird island",0,40,2023,"no","2022-Bird island","1982-Bird island",9,27,"ID_18"
"165","Bird island",0,28,2023,"no","2010-Bird island","1982-Bird island",9,27,"ID_18"
"166","Bird island",0,26,2023,"no","2008-Bird island","1982-Bird island",9,27,"ID_18"
"167","Bird island",0,11,2023,"yes","1993-Bird island","1982-Bird island",9,27,"ID_18"
"168","Bird island",0,34,2023,"no","2016-Bird island","1982-Bird island",9,27,"ID_18"
"169","Bird island",1,17,2023,"no","1999-Bird island","1982-Bird island",9,27,"ID_18"
"170","Bird island",1,18,2023,"no","2000-Bird island","1982-Bird island",9,27,"ID_18"
"171","Bird island",0,38,2023,"no","2020-Bird island","1982-Bird island",9,27,"ID_18"
"172","Bird island",0,21,2023,"no","2003-Bird island","1982-Bird island",9,27,"ID_18"
"173","Bird island",1,30,2023,"no","2012-Bird island","1982-Bird island",9,27,"ID_18"
"174","Bird island",0,29,2023,"no","2011-Bird island","1982-Bird island",9,27,"ID_18"
"175","Bird island",0,39,2023,"no","2021-Bird island","1982-Bird island",9,27,"ID_18"
"176","Bird island",1,20,2023,"no","2002-Bird island","1982-Bird island",9,27,"ID_18"
"177","Bird island",0,24,2023,"no","2006-Bird island","1982-Bird island",9,27,"ID_18"
"178","Bird island",1,33,2023,"no","2015-Bird island","1982-Bird island",9,27,"ID_18"
"179","Bird island",0,22,2023,"no","2004-Bird island","1982-Bird island",9,27,"ID_18"
"180","Bird island",0,9,1992,"yes","1991-Bird island","1982-Bird island",0,1,"ID_19"
"181","Bird island",1,8,1991,"yes","1990-Bird island","1982-Bird island",1,2,"ID_20"
"182","Bird island",0,9,1991,"no","1991-Bird island","1982-Bird island",1,2,"ID_20"
"183","Bird island",1,13,2004,"no","1996-Bird island","1983-Bird island",5,11,"ID_21"
"184","Bird island",0,15,2004,"no","1998-Bird island","1983-Bird island",5,11,"ID_21"
"185","Bird island",0,21,2004,"no","2004-Bird island","1983-Bird island",5,11,"ID_21"
"186","Bird island",1,17,2004,"no","2000-Bird island","1983-Bird island",5,11,"ID_21"
"187","Bird island",0,12,2004,"no","1995-Bird island","1983-Bird island",5,11,"ID_21"
"188","Bird island",0,10,2004,"yes","1993-Bird island","1983-Bird island",5,11,"ID_21"
"189","Bird island",1,16,2004,"no","1999-Bird island","1983-Bird island",5,11,"ID_21"
"190","Bird island",1,19,2004,"no","2002-Bird island","1983-Bird island",5,11,"ID_21"
"191","Bird island",1,18,2004,"no","2001-Bird island","1983-Bird island",5,11,"ID_21"
"192","Bird island",0,20,2004,"no","2003-Bird island","1983-Bird island",5,11,"ID_21"
"193","Bird island",0,14,2004,"no","1997-Bird island","1983-Bird island",5,11,"ID_21"
"194","Bird island",0,31,2014,"no","2014-Bird island","1983-Bird island",8,19,"ID_22"
"195","Bird island",1,13,2014,"no","1996-Bird island","1983-Bird island",8,19,"ID_22"
"196","Bird island",1,21,2014,"no","2004-Bird island","1983-Bird island",8,19,"ID_22"
"197","Bird island",1,25,2014,"no","2008-Bird island","1983-Bird island",8,19,"ID_22"
"198","Bird island",0,15,2014,"no","1998-Bird island","1983-Bird island",8,19,"ID_22"
"199","Bird island",0,20,2014,"no","2003-Bird island","1983-Bird island",8,19,"ID_22"
"200","Bird island",0,11,2014,"yes","1994-Bird island","1983-Bird island",8,19,"ID_22"
"201","Bird island",1,22,2014,"no","2005-Bird island","1983-Bird island",8,19,"ID_22"
"202","Bird island",0,29,2014,"no","2012-Bird island","1983-Bird island",8,19,"ID_22"
"203","Bird island",1,19,2014,"no","2002-Bird island","1983-Bird island",8,19,"ID_22"
"204","Bird island",1,23,2014,"no","2006-Bird island","1983-Bird island",8,19,"ID_22"
"205","Bird island",0,27,2014,"no","2010-Bird island","1983-Bird island",8,19,"ID_22"
"206","Bird island",0,17,2014,"no","2000-Bird island","1983-Bird island",8,19,"ID_22"
"207","Bird island",0,26,2014,"no","2009-Bird island","1983-Bird island",8,19,"ID_22"
"208","Bird island",1,28,2014,"no","2011-Bird island","1983-Bird island",8,19,"ID_22"
"209","Bird island",0,16,2014,"no","1999-Bird island","1983-Bird island",8,19,"ID_22"
"210","Bird island",1,24,2014,"no","2007-Bird island","1983-Bird island",8,19,"ID_22"
"211","Bird island",0,30,2014,"no","2013-Bird island","1983-Bird island",8,19,"ID_22"
"212","Bird island",0,14,2014,"no","1997-Bird island","1983-Bird island",8,19,"ID_22"
"213","Bird island",0,23,2006,"no","2006-Bird island","1983-Bird island",5,8,"ID_23"
"214","Bird island",1,22,2006,"no","2005-Bird island","1983-Bird island",5,8,"ID_23"
"215","Bird island",1,16,2006,"no","1999-Bird island","1983-Bird island",5,8,"ID_23"
"216","Bird island",1,18,2006,"no","2001-Bird island","1983-Bird island",5,8,"ID_23"
"217","Bird island",0,17,2006,"no","2000-Bird island","1983-Bird island",5,8,"ID_23"
"218","Bird island",0,15,2006,"no","1998-Bird island","1983-Bird island",5,8,"ID_23"
"219","Bird island",1,19,2006,"no","2002-Bird island","1983-Bird island",5,8,"ID_23"
"220","Bird island",1,13,2006,"yes","1996-Bird island","1983-Bird island",5,8,"ID_23"
"221","Bird island",0,10,2007,"yes","1993-Bird island","1983-Bird island",1,6,"ID_24"
"222","Bird island",0,17,2007,"no","2000-Bird island","1983-Bird island",1,6,"ID_24"
"223","Bird island",1,16,2007,"no","1999-Bird island","1983-Bird island",1,6,"ID_24"
"224","Bird island",0,14,2007,"no","1997-Bird island","1983-Bird island",1,6,"ID_24"
"225","Bird island",0,13,2007,"no","1996-Bird island","1983-Bird island",1,6,"ID_24"
"226","Bird island",0,15,2007,"no","1998-Bird island","1983-Bird island",1,6,"ID_24"
"227","Bird island",0,7,1990,"yes","1990-Bird island","1983-Bird island",0,1,"ID_25"
"228","Bird island",0,9,1996,"yes","1994-Bird island","1985-Bird island",1,2,"ID_26"
"229","Bird island",1,11,1996,"no","1996-Bird island","1985-Bird island",1,2,"ID_26"
"230","Bird island",1,16,2024,"no","2001-Bird island","1985-Bird island",12,26,"ID_27"
"231","Bird island",0,27,2024,"no","2012-Bird island","1985-Bird island",12,26,"ID_27"
"232","Bird island",0,24,2024,"no","2009-Bird island","1985-Bird island",12,26,"ID_27"
"233","Bird island",0,36,2024,"no","2021-Bird island","1985-Bird island",12,26,"ID_27"
"234","Bird island",1,29,2024,"no","2014-Bird island","1985-Bird island",12,26,"ID_27"
"235","Bird island",0,23,2024,"no","2008-Bird island","1985-Bird island",12,26,"ID_27"
"236","Bird island",1,14,2024,"no","1999-Bird island","1985-Bird island",12,26,"ID_27"
"237","Bird island",0,39,2024,"no","2024-Bird island","1985-Bird island",12,26,"ID_27"
"238","Bird island",1,22,2024,"no","2007-Bird island","1985-Bird island",12,26,"ID_27"
"239","Bird island",0,34,2024,"no","2019-Bird island","1985-Bird island",12,26,"ID_27"
"240","Bird island",1,20,2024,"no","2005-Bird island","1985-Bird island",12,26,"ID_27"
"241","Bird island",1,26,2024,"no","2011-Bird island","1985-Bird island",12,26,"ID_27"
"242","Bird island",1,25,2024,"no","2010-Bird island","1985-Bird island",12,26,"ID_27"
"243","Bird island",0,30,2024,"no","2015-Bird island","1985-Bird island",12,26,"ID_27"
"244","Bird island",1,15,2024,"no","2000-Bird island","1985-Bird island",12,26,"ID_27"
"245","Bird island",0,18,2024,"no","2003-Bird island","1985-Bird island",12,26,"ID_27"
"246","Bird island",1,13,2024,"no","1998-Bird island","1985-Bird island",12,26,"ID_27"
"247","Bird island",0,37,2024,"no","2022-Bird island","1985-Bird island",12,26,"ID_27"
"248","Bird island",0,38,2024,"no","2023-Bird island","1985-Bird island",12,26,"ID_27"
"249","Bird island",0,28,2024,"no","2013-Bird island","1985-Bird island",12,26,"ID_27"
"250","Bird island",1,17,2024,"no","2002-Bird island","1985-Bird island",12,26,"ID_27"
"251","Bird island",0,32,2024,"no","2017-Bird island","1985-Bird island",12,26,"ID_27"
"252","Bird island",0,33,2024,"no","2018-Bird island","1985-Bird island",12,26,"ID_27"
"253","Bird island",0,31,2024,"no","2016-Bird island","1985-Bird island",12,26,"ID_27"
"254","Bird island",1,19,2024,"no","2004-Bird island","1985-Bird island",12,26,"ID_27"
"255","Bird island",1,12,2024,"yes","1997-Bird island","1985-Bird island",12,26,"ID_27"
"256","Bird island",0,22,2021,"no","2007-Bird island","1985-Bird island",8,23,"ID_28"
"257","Bird island",0,25,2021,"no","2010-Bird island","1985-Bird island",8,23,"ID_28"
"258","Bird island",0,35,2021,"no","2020-Bird island","1985-Bird island",8,23,"ID_28"
"259","Bird island",1,26,2021,"no","2011-Bird island","1985-Bird island",8,23,"ID_28"
"260","Bird island",0,33,2021,"no","2018-Bird island","1985-Bird island",8,23,"ID_28"
"261","Bird island",0,14,2021,"no","1999-Bird island","1985-Bird island",8,23,"ID_28"
"262","Bird island",1,30,2021,"no","2015-Bird island","1985-Bird island",8,23,"ID_28"
"263","Bird island",1,24,2021,"no","2009-Bird island","1985-Bird island",8,23,"ID_28"
"264","Bird island",0,16,2021,"no","2001-Bird island","1985-Bird island",8,23,"ID_28"
"265","Bird island",0,27,2021,"no","2012-Bird island","1985-Bird island",8,23,"ID_28"
"266","Bird island",0,34,2021,"no","2019-Bird island","1985-Bird island",8,23,"ID_28"
"267","Bird island",0,20,2021,"no","2005-Bird island","1985-Bird island",8,23,"ID_28"
"268","Bird island",0,31,2021,"no","2016-Bird island","1985-Bird island",8,23,"ID_28"
"269","Bird island",1,23,2021,"no","2008-Bird island","1985-Bird island",8,23,"ID_28"
"270","Bird island",0,13,2021,"no","1998-Bird island","1985-Bird island",8,23,"ID_28"
"271","Bird island",0,21,2021,"no","2006-Bird island","1985-Bird island",8,23,"ID_28"
"272","Bird island",0,12,2021,"no","1997-Bird island","1985-Bird island",8,23,"ID_28"
"273","Bird island",1,15,2021,"no","2000-Bird island","1985-Bird island",8,23,"ID_28"
"274","Bird island",0,11,2021,"yes","1996-Bird island","1985-Bird island",8,23,"ID_28"
"275","Bird island",1,29,2021,"no","2014-Bird island","1985-Bird island",8,23,"ID_28"
"276","Bird island",1,19,2021,"no","2004-Bird island","1985-Bird island",8,23,"ID_28"
"277","Bird island",1,28,2021,"no","2013-Bird island","1985-Bird island",8,23,"ID_28"
"278","Bird island",0,36,2021,"no","2021-Bird island","1985-Bird island",8,23,"ID_28"
"279","Bird island",0,17,2013,"no","2002-Bird island","1985-Bird island",2,13,"ID_29"
"280","Bird island",0,15,2013,"no","2000-Bird island","1985-Bird island",2,13,"ID_29"
"281","Bird island",0,20,2013,"no","2005-Bird island","1985-Bird island",2,13,"ID_29"
"282","Bird island",0,12,2013,"no","1997-Bird island","1985-Bird island",2,13,"ID_29"
"283","Bird island",1,22,2013,"no","2007-Bird island","1985-Bird island",2,13,"ID_29"
"284","Bird island",0,18,2013,"no","2003-Bird island","1985-Bird island",2,13,"ID_29"
"285","Bird island",1,11,2013,"no","1996-Bird island","1985-Bird island",2,13,"ID_29"
"286","Bird island",0,9,2013,"yes","1994-Bird island","1985-Bird island",2,13,"ID_29"
"287","Bird island",0,14,2013,"no","1999-Bird island","1985-Bird island",2,13,"ID_29"
"288","Bird island",0,21,2013,"no","2006-Bird island","1985-Bird island",2,13,"ID_29"
"289","Bird island",0,16,2013,"no","2001-Bird island","1985-Bird island",2,13,"ID_29"
"290","Bird island",0,13,2013,"no","1998-Bird island","1985-Bird island",2,13,"ID_29"
"291","Bird island",0,19,2013,"no","2004-Bird island","1985-Bird island",2,13,"ID_29"
"292","Bird island",0,12,2003,"no","1997-Bird island","1985-Bird island",4,9,"ID_30"
"293","Bird island",1,18,2003,"no","2003-Bird island","1985-Bird island",4,9,"ID_30"
"294","Bird island",0,13,2003,"no","1998-Bird island","1985-Bird island",4,9,"ID_30"
"295","Bird island",0,9,2003,"yes","1994-Bird island","1985-Bird island",4,9,"ID_30"
"296","Bird island",0,15,2003,"no","2000-Bird island","1985-Bird island",4,9,"ID_30"
"297","Bird island",0,14,2003,"no","1999-Bird island","1985-Bird island",4,9,"ID_30"
"298","Bird island",1,11,2003,"no","1996-Bird island","1985-Bird island",4,9,"ID_30"
"299","Bird island",1,16,2003,"no","2001-Bird island","1985-Bird island",4,9,"ID_30"
"300","Bird island",1,17,2003,"no","2002-Bird island","1985-Bird island",4,9,"ID_30"
"301","Bird island",1,21,2015,"no","2006-Bird island","1985-Bird island",9,20,"ID_31"
"302","Bird island",0,25,2015,"no","2010-Bird island","1985-Bird island",9,20,"ID_31"
"303","Bird island",1,17,2015,"no","2002-Bird island","1985-Bird island",9,20,"ID_31"
"304","Bird island",1,30,2015,"no","2015-Bird island","1985-Bird island",9,20,"ID_31"
"305","Bird island",0,24,2015,"no","2009-Bird island","1985-Bird island",9,20,"ID_31"
"306","Bird island",1,20,2015,"no","2005-Bird island","1985-Bird island",9,20,"ID_31"
"307","Bird island",1,22,2015,"no","2007-Bird island","1985-Bird island",9,20,"ID_31"
"308","Bird island",1,11,2015,"yes","1996-Bird island","1985-Bird island",9,20,"ID_31"
